Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,test_preparation_course,math_score,reading_score,writing_score,science_score
S1470,Ahmed,Johnson,student470@university.com,Female,23.0,CS,89.13,51.97,50.25,55.06,63.53,9.76,89.73,93.07,B,1.0,89,62.0,61.0,26.0
S6276,Ahmed,Johnson,student307@university.com,Male,20.0,Engineering,87.42,60.92,51.71,52.93,67.78,6.95,75.69,86.56,B,0.0,67,68.0,42.0,27.0
S7619,Omar,Smith,student4297@university.com,Male,18.0,Business,98.01,47.49,90.39,61.93,77.24,0.54,76.81,89.81,D,0.0,68,53.0,90.0,73.0
S3002,Emma,Brown,student2002@university.com,Male,23.0,Engineering,86.7,65.95,75.31,67.48,97.21,0.65,84.85,75.26,A,1.0,48,51.0,80.0,69.0
S6965,Emma,Davis,student4627@university.com,Male,21.0,Business,90.05,42.72,71.68,87.4,58.21,5.35,85.22,90.88,A,1.0,38,53.0,62.0,38.0
S6969,Liam,Jones,student4066@university.com,Male,21.0,Mathematics,96.91,74.4,78.35,62.95,82.02,0.36,60.49,75.81,D,1.0,80,78.0,83.0,81.0
S4453,Maria,Williams,student3453@university.com,Female,23.0,Business,76.86,81.21,70.42,79.43,89.55,4.76,65.05,76.6,B,1.0,26,87.0,69.0,91.0
S2829,Ali,Johnson,student1829@university.com,Male,18.0,Engineering,85.44,81.32,74.81,74.94,52.1,0.16,76.96,82.31,A,1.0,31,96.0,88.0,64.0
S10461,Omar,Johnson,student4254@university.com,Male,19.0,Engineering,91.18,55.87,85.86,98.5,97.66,6.64,66.95,64.43,C,0.0,65,89.0,90.0,61.0
S6141,Sara,Jones,student682@university.com,Female,18.0,Engineering,50.07,92.58,41.91,79.36,99.22,4.53,97.54,66.66,B,0.0,27,71.0,61.0,87.0
S6725,Sara,Davis,student2153@university.com,Female,18.0,CS,82.82,87.11,81.95,77.86,74.2,9.27,88.95,98.24,B,0.0,50,37.0,75.0,56.0
S7948,Emma,Brown,student2939@university.com,Male,23.0,Mathematics,55.78,92.01,83.05,91.81,55.89,5.07,75.58,67.84,A,1.0,61,54.0,50.0,78.0
S8696,Ali,Jones,student191@university.com,Male,20.0,CS,64.83,83.8,70.45,90.03,76.58,1.61,84.91,55.03,A,0.0,82,78.0,51.0,50.0
S2241,Maria,Johnson,student1241@university.com,Female,23.0,CS,80.47,41.32,51.28,90.81,81.97,4.74,79.05,59.03,B,0.0,61,76.0,85.0,96.0
S6547,John,Williams,student1521@university.com,Female,23.0,Engineering,71.93,80.49,50.78,69.62,55.42,1.78,52.54,83.62,A,1.0,63,49.0,73.0,61.0
S10660,Sara,Jones,student4600@university.com,Female,21.0,Business,56.32,76.78,95.03,96.53,52.81,5.81,98.29,97.04,A,0.0,99,86.0,89.0,84.0
S2557,John,Jones,student1557@university.com,Male,21.0,Business,78.37,46.15,65.5,82.07,85.2,0.71,95.4,60.13,A,0.0,54,68.0,33.0,91.0
S4606,Emma,Johnson,student3606@university.com,Female,22.0,Engineering,91.33,41.45,58.98,83.81,93.84,4.22,70.07,74.86,B,1.0,95,51.0,73.0,66.0
S3616,Emma,Williams,student2616@university.com,Male,23.0,CS,80.13,94.01,56.92,63.01,67.34,9.32,67.22,57.95,C,0.0,18,64.0,34.0,100.0
S5737,Ali,Jones,student4737@university.com,Male,20.0,Business,57.49,93.02,82.27,57.31,83.72,2.86,55.93,97.46,F,0.0,37,61.0,43.0,89.0
S4562,Maria,Smith,student3562@university.com,Female,20.0,Business,71.33,66.77,77.24,55.99,88.62,6.03,86.95,91.43,D,1.0,75,55.0,67.0,56.0
S1937,Ahmed,Smith,student937@university.com,Female,23.0,Engineering,81.7,47.57,79.9,78.35,71.35,3.66,88.69,88.41,C,1.0,57,80.0,75.0,88.72
S10246,Omar,Smith,student414@university.com,Male,18.0,Business,91.9,55.15,67.44,63.36,97.43,5.91,64.65,52.7,C,0.0,90,56.0,85.0,70.0
S7210,Liam,Davis,student1462@university.com,Male,19.0,Engineering,51.49,57.9,84.82,58.83,56.11,7.81,63.9,81.45,F,0.0,53,87.0,75.0,75.0
S9630,Omar,Johnson,student881@university.com,Female,20.0,Mathematics,62.01,74.18,74.27,91.18,87.07,9.71,63.45,69.08,D,0.0,27,66.0,49.0,49.0
S2582,Ahmed,Smith,student1582@university.com,Female,23.0,CS,59.06,70.19,59.3,66.77,85.97,6.66,50.89,75.44,C,0.0,41,63.0,39.0,38.0
S7535,Omar,Davis,student2058@university.com,Male,22.0,CS,74.4,69.93,62.65,53.93,86.85,0.19,73.49,92.84,C,1.0,60,75.0,70.0,96.0
S2638,Ali,Jones,student1638@university.com,Female,19.0,Engineering,64.62,59.58,88.2,75.27,82.07,7.39,82.45,83.83,A,0.0,18,100.0,75.0,51.0
S3719,Sara,Williams,student2719@university.com,Male,23.0,CS,97.11,42.35,75.3,79.12,96.69,8.21,82.17,84.83,B,1.0,56,71.0,66.0,88.0
S3619,Omar,Williams,student2619@university.com,Female,23.0,CS,78.18,89.71,89.64,92.77,64.7,5.59,70.18,61.14,A,1.0,33,68.0,75.0,37.0
S1985,Sara,Johnson,student985@university.com,Male,23.0,CS,64.43,71.37,83.72,90.34,55.29,3.14,90.31,74.5,D,0.0,66,74.0,55.0,47.0
S7881,John,Brown,student732@university.com,Female,18.0,CS,62.94,46.91,92.44,69.19,60.47,3.94,66.18,51.16,A,1.0,71,67.0,89.0,89.0
S9218,Emma,Smith,student2147@university.com,Male,20.0,Business,56.22,95.43,57.46,95.81,53.5,7.37,56.24,97.08,F,0.0,56,75.0,96.0,89.0
S10278,Omar,Davis,student3512@university.com,Male,20.0,Engineering,89.53,51.3,94.94,90.66,63.17,4.34,97.52,81.77,F,0.0,51,100.0,82.0,100.0
S9014,Ahmed,Jones,student530@university.com,Male,18.0,Business,60.5,41.15,95.3,98.17,80.16,0.31,74.08,62.74,D,0.0,66,75.0,60.0,64.0
S7854,Omar,Jones,student2557@university.com,Female,23.0,CS,75.36,73.22,90.22,97.48,96.43,9.7,63.58,55.32,A,1.0,83,88.0,61.0,46.0
S9923,Ali,Johnson,student323@university.com,Male,18.0,CS,67.93,88.65,97.96,53.58,65.67,8.15,78.48,84.57,F,1.0,56,54.0,100.0,79.0
S8922,Ali,Smith,student3180@university.com,Male,18.0,Business,72.09,59.12,58.63,93.56,66.89,1.99,82.01,85.9,A,0.0,70,86.0,53.0,78.0
S9021,Ahmed,Smith,student3948@university.com,Female,21.0,CS,89.02,67.17,65.5,60.84,95.94,2.94,57.54,71.76,B,1.0,69,46.0,75.0,91.0
S5816,Maria,Johnson,student4816@university.com,Female,18.0,CS,85.35,58.38,81.39,95.6,78.6,6.71,80.76,76.97,A,0.0,10,63.0,38.0,26.0
S3226,Omar,Johnson,student2226@university.com,Male,19.0,Business,57.86,43.37,62.62,79.97,77.89,4.17,95.38,99.33,D,0.0,79,67.0,64.0,89.0
S10731,Sara,Smith,student2858@university.com,Male,20.0,CS,86.92,55.96,58.19,93.01,79.58,7.42,74.89,79.27,F,1.0,68,85.0,59.0,76.0
S8818,Emma,Brown,student2699@university.com,Male,19.0,CS,71.33,71.1,74.51,81.64,91.51,6.14,71.58,71.82,C,0.0,41,75.0,85.0,67.0
S1050,Omar,Jones,student50@university.com,Female,19.0,CS,89.49,79.12,68.54,91.91,91.45,9.32,62.06,61.9,A,0.0,83,56.0,11.55,36.86
S10051,Emma,Brown,student466@university.com,Male,22.0,CS,95.76,91.81,62.41,62.13,99.54,7.24,58.19,91.37,D,1.0,49,70.0,91.0,44.0
S3237,John,Davis,student2237@university.com,Female,22.0,CS,90.29,54.96,64.34,95.84,63.8,4.85,58.28,71.36,A,1.0,53,91.0,55.0,39.0
S4935,Sara,Brown,student3935@university.com,Male,24.0,CS,93.93,80.05,67.9,78.46,75.44,3.96,50.74,88.14,F,0.0,87,55.0,63.0,43.0
S10548,John,Jones,student1248@university.com,Male,22.0,Business,90.99,79.87,72.19,97.97,92.52,8.61,91.17,63.28,B,0.0,57,71.0,77.0,76.0
S1989,Liam,Williams,student989@university.com,Male,18.0,Mathematics,54.02,84.54,87.47,72.78,90.2,9.88,81.82,64.32,F,0.0,20,85.0,87.0,57.0
S5976,Omar,Williams,student4976@university.com,Female,21.0,Business,51.08,54.38,79.25,67.56,85.18,3.62,82.47,85.02,D,1.0,42,79.0,69.0,44.0
S7759,Omar,Brown,student2572@university.com,Female,18.0,Engineering,79.97,92.89,50.97,93.58,53.25,4.92,75.34,81.6,D,1.0,38,58.0,58.0,55.0
S7904,Emma,Johnson,student614@university.com,Female,20.0,CS,82.21,72.5,49.24,61.51,94.22,6.06,90.33,89.19,F,1.0,36,72.0,99.0,44.0
S6216,Ahmed,Davis,student774@university.com,Male,22.0,Mathematics,74.55,64.16,67.93,52.55,56.79,1.32,67.24,92.16,F,0.0,50,67.0,55.0,30.0
S2462,Ahmed,Davis,student1462@university.com,Female,18.0,Engineering,57.84,67.27,82.37,53.01,70.65,2.73,99.86,68.88,F,1.0,100,63.0,75.0,47.0
S9178,Emma,Jones,student3878@university.com,Male,22.0,Business,54.37,52.8,44.48,69.21,84.8,7.0,57.2,89.81,A,0.0,27,72.0,71.0,92.0
S8772,Maria,Johnson,student3455@university.com,Male,18.0,CS,67.96,51.13,45.24,90.96,62.69,8.89,75.74,93.93,B,1.0,29,35.0,66.0,77.0
S3371,Maria,Brown,student2371@university.com,Male,19.0,Engineering,96.27,76.1,50.48,78.33,87.65,2.54,87.55,79.18,A,0.0,48,100.0,100.0,77.0
S4113,Liam,Williams,student3113@university.com,Male,22.0,Mathematics,81.94,66.68,62.16,93.32,59.65,2.8,69.23,97.79,B,1.0,50,78.0,78.0,68.0
S4598,Liam,Brown,student3598@university.com,Female,20.0,CS,96.92,72.59,56.8,76.92,64.79,6.84,85.81,76.77,B,1.0,31,36.0,61.0,50.0
S4239,Omar,Jones,student3239@university.com,Female,24.0,CS,80.55,71.78,50.14,63.65,81.1,4.47,56.29,54.06,F,1.0,55,68.0,99.0,40.0
S8069,Omar,Brown,student1110@university.com,Male,19.0,Business,50.78,86.99,47.64,60.61,62.97,4.15,73.21,54.38,A,0.0,27,72.0,74.0,66.0
S5004,Maria,Smith,student4004@university.com,Male,24.0,Business,76.78,86.09,92.16,56.49,82.37,7.4,57.53,63.89,B,0.0,51,81.0,68.0,50.0
S2053,Omar,Davis,student1053@university.com,Male,24.0,Engineering,87.31,99.83,64.35,77.45,51.29,6.37,85.68,99.55,A,0.0,58,44.0,57.0,81.0
S3573,Ali,Jones,student2573@university.com,Female,18.0,Engineering,94.5,66.64,98.72,72.95,89.21,0.68,70.17,76.73,B,0.0,45,81.0,57.0,87.0
S10717,Maria,Jones,student4974@university.com,Female,21.0,CS,92.9,94.32,72.28,68.69,57.3,1.07,97.59,57.26,F,1.0,27,53.0,99.0,94.0
S2357,John,Jones,student1357@university.com,Male,21.0,Mathematics,68.44,86.13,87.33,68.87,94.64,9.46,57.62,59.23,C,1.0,44,74.0,68.0,41.0
S1502,Ahmed,Williams,student502@university.com,Female,22.0,CS,51.61,78.68,67.18,71.42,71.01,4.28,76.45,82.05,C,1.0,85,100.0,62.0,96.0
S8265,Liam,Jones,student1983@university.com,Male,19.0,Engineering,76.86,90.04,40.8,72.02,65.25,9.9,95.89,90.12,A,1.0,72,81.0,100.0,78.0
S3654,Omar,Davis,student2654@university.com,Female,22.0,Engineering,64.88,81.01,66.64,70.86,55.01,6.8,59.17,61.33,A,0.0,49,96.0,83.0,70.0
S7369,Liam,Smith,student1954@university.com,Male,22.0,Engineering,66.7,73.13,83.04,61.71,65.89,5.15,86.05,77.63,C,0.0,97,64.0,55.0,85.0
S7110,Liam,Davis,student1555@university.com,Male,19.0,CS,68.98,50.28,55.12,73.15,82.19,0.45,93.26,58.96,F,0.0,43,88.0,84.0,51.0
S1482,Ahmed,Johnson,student482@university.com,Female,21.0,Mathematics,51.01,94.08,58.63,51.72,73.23,8.02,92.02,86.76,C,1.0,17,97.0,90.0,68.0
S7632,John,Johnson,student70@university.com,Female,23.0,CS,55.67,45.17,41.88,62.48,64.76,0.42,88.55,85.82,B,0.0,87,41.0,59.0,36.0
S1300,Ali,Davis,student300@university.com,Female,23.0,Engineering,77.72,74.62,47.36,82.67,62.37,8.53,85.1,86.5,B,0.0,44,17.0,57.0,64.0
S10475,Ali,Smith,student1433@university.com,Male,23.0,CS,92.5,62.08,64.38,66.2,96.64,9.1,56.85,70.05,B,1.0,45,41.0,83.0,35.0
S9960,Maria,Jones,student1064@university.com,Male,23.0,CS,59.43,96.57,83.6,84.28,69.92,3.02,95.61,93.94,A,1.0,63,66.0,81.0,78.0
S7585,Ali,Williams,student1271@university.com,Female,20.0,Engineering,55.74,65.06,70.71,71.25,70.47,1.23,86.04,60.17,B,0.0,61,58.0,69.0,76.0
S4903,Ali,Jones,student3903@university.com,Female,18.0,Engineering,53.53,64.55,58.56,78.99,73.62,2.66,92.06,55.85,F,1.0,23,100.0,95.0,26.0
S5883,Ahmed,Smith,student4883@university.com,Male,20.0,Business,76.08,56.84,67.23,98.77,63.3,6.0,64.07,89.34,C,0.0,49,60.0,57.0,94.0
S1580,Emma,Smith,student580@university.com,Female,24.0,Mathematics,94.13,49.67,92.45,76.3,79.63,2.29,77.75,88.14,B,0.0,30,62.0,89.0,42.0
S7120,Ahmed,Johnson,student576@university.com,Female,19.0,Business,89.52,57.58,76.6,77.39,73.5,3.57,61.73,64.97,D,1.0,82,87.0,66.0,56.0
S5977,Omar,Johnson,student4977@university.com,Male,21.0,Business,79.7,70.79,57.38,87.54,73.75,1.08,62.19,94.58,B,1.0,49,46.0,58.0,87.0
S5696,John,Johnson,student4696@university.com,Male,24.0,Business,97.11,65.21,75.42,60.1,57.2,6.36,94.15,83.56,A,0.0,20,38.0,40.0,62.0
S4327,Omar,Brown,student3327@university.com,Female,19.0,CS,50.54,86.22,75.88,99.59,82.14,8.51,53.49,86.71,C,0.0,50,77.0,87.0,80.0
S4565,Maria,Smith,student3565@university.com,Male,19.0,Mathematics,80.57,49.75,67.77,51.84,81.35,0.93,93.14,51.71,C,1.0,67,17.0,54.0,90.0
S4347,John,Williams,student3347@university.com,Male,18.0,Mathematics,98.9,56.26,99.52,70.09,82.64,1.72,80.54,67.7,A,0.0,41,50.0,48.0,66.0
S1755,Emma,Williams,student755@university.com,Female,23.0,CS,82.81,48.11,92.72,92.75,96.86,4.12,57.6,52.44,F,0.0,45,69.0,52.0,26.0
S5525,Maria,Johnson,student4525@university.com,Male,20.0,CS,73.54,50.87,46.58,64.85,74.6,7.05,90.46,54.87,D,1.0,70,100.0,82.0,51.0
S1165,Ali,Johnson,student165@university.com,Male,18.0,Engineering,50.88,53.03,46.46,97.56,65.1,1.54,60.55,88.34,D,1.0,16,100.0,47.0,32.0
S8463,Omar,Williams,student4196@university.com,Male,19.0,Engineering,50.1,80.52,49.32,81.65,88.2,6.37,53.92,75.94,A,0.0,27,69.0,80.0,81.0
S6328,Omar,Davis,student4931@university.com,Male,23.0,Engineering,79.43,46.95,57.26,78.06,76.95,5.28,81.09,86.34,A,0.0,73,65.0,54.0,58.0
S2127,Sara,Johnson,student1127@university.com,Female,24.0,Business,60.25,95.05,72.52,88.33,74.12,4.3,61.51,60.7,D,0.0,62,86.0,95.0,88.0
S2250,Omar,Davis,student1250@university.com,Female,23.0,Engineering,67.13,88.95,40.32,91.77,76.54,3.67,98.47,53.9,A,0.0,13,69.0,35.0,30.0
S7013,John,Davis,student3729@university.com,Male,23.0,Engineering,57.31,62.16,98.77,99.92,97.68,3.44,75.93,83.84,A,0.0,74,57.0,97.0,55.0
S3282,Liam,Williams,student2282@university.com,Male,23.0,Engineering,77.41,98.46,52.16,75.7,80.41,0.66,74.78,74.84,B,1.0,34,56.0,73.0,67.0
S8182,Ali,Jones,student1790@university.com,Female,23.0,Engineering,95.31,81.44,44.55,84.55,95.95,5.67,93.12,70.51,B,0.0,89,70.0,70.0,32.0
S4823,John,Johnson,student3823@university.com,Female,20.0,Engineering,59.79,64.05,85.99,53.07,81.93,9.35,71.04,75.77,C,1.0,66,61.0,92.0,36.0
S4780,Liam,Davis,student3780@university.com,Female,20.0,CS,74.1,70.16,75.27,85.52,60.18,3.46,70.93,93.88,D,1.0,77,86.0,100.0,83.0
S2361,Emma,Brown,student1361@university.com,Male,22.0,CS,63.27,80.15,81.53,64.34,70.48,1.11,61.48,66.37,B,0.0,53,40.0,35.0,86.0
S10713,Sara,Jones,student3@university.com,Male,23.0,Mathematics,71.15,56.71,47.06,95.98,70.16,4.05,75.8,75.05,F,0.0,28,50.0,96.0,34.0
S5582,Ahmed,Williams,student4582@university.com,Male,20.0,CS,95.39,99.69,77.73,55.3,89.77,6.69,82.47,92.2,B,1.0,100,35.0,73.0,43.0
S4637,Ali,Smith,student3637@university.com,Male,23.0,Engineering,96.68,71.18,47.59,96.73,62.49,9.72,65.72,54.97,A,0.0,58,67.0,93.0,79.0
S5161,Sara,Davis,student4161@university.com,Male,23.0,Engineering,61.54,65.25,57.53,71.29,92.95,2.47,51.24,89.58,C,0.0,31,63.0,73.0,100.0
S1887,Emma,Brown,student887@university.com,Female,20.0,Business,81.53,95.81,98.61,81.77,53.43,7.16,73.35,50.64,A,1.0,53,56.0,69.0,43.0
S9328,Sara,Williams,student697@university.com,Female,20.0,CS,97.25,95.62,54.79,62.51,95.04,6.6,62.68,68.28,A,0.0,61,87.0,46.0,64.0
S3765,Maria,Brown,student2765@university.com,Female,21.0,CS,54.86,58.54,54.08,89.93,65.33,2.95,52.54,53.31,C,0.0,22,68.0,67.0,78.0
S7740,Ali,Johnson,student3528@university.com,Male,23.0,Business,95.45,89.2,63.69,77.23,92.98,5.1,98.58,72.6,A,0.0,61,100.0,60.0,63.0
S2799,Ali,Johnson,student1799@university.com,Male,22.0,Engineering,97.86,53.28,68.83,59.93,58.74,0.53,52.46,96.41,B,1.0,23,63.0,88.0,62.0
S8222,Sara,Johnson,student3202@university.com,Female,23.0,CS,87.64,57.5,40.99,93.07,92.54,3.66,67.32,60.63,A,1.0,76,82.0,87.0,96.0
S3585,Sara,Johnson,student2585@university.com,Male,22.0,CS,90.78,53.29,98.16,70.79,73.68,4.52,94.95,98.68,A,0.0,69,63.0,99.0,52.0
S1653,Ahmed,Johnson,student653@university.com,Female,18.0,Engineering,71.63,87.42,76.14,55.36,61.44,4.88,84.13,74.17,F,1.0,96,88.0,72.0,95.0
S6503,John,Johnson,student3531@university.com,Female,18.0,Engineering,96.99,68.94,49.64,87.79,67.96,6.54,50.08,72.26,F,0.0,83,75.0,56.0,41.0
S7994,Liam,Williams,student2084@university.com,Male,20.0,Business,56.13,91.21,42.16,89.71,63.94,7.84,98.07,75.29,A,0.0,42,64.0,82.0,51.0
S5280,Maria,Williams,student4280@university.com,Female,22.0,Engineering,71.32,74.66,86.53,86.58,90.7,2.81,90.81,69.52,A,0.0,41,71.0,60.0,55.0
S5862,Maria,Johnson,student4862@university.com,Female,23.0,Engineering,99.7,43.28,98.03,60.57,79.57,2.85,82.32,53.75,A,0.0,66,99.0,80.0,75.0
S2731,John,Davis,student1731@university.com,Male,20.0,Business,87.76,68.52,57.93,90.22,79.33,6.75,87.85,64.23,A,0.0,49,81.0,43.0,38.0
S10060,Omar,Johnson,student3531@university.com,Male,20.0,Engineering,78.46,45.29,87.71,94.45,80.92,2.61,75.0,54.1,A,1.0,60,78.0,79.0,58.0
S5265,John,Smith,student4265@university.com,Male,24.0,Engineering,61.48,81.56,47.35,56.74,51.48,7.72,91.3,82.15,C,0.0,64,48.0,58.0,25.0
S6465,Sara,Smith,student2866@university.com,Male,20.0,CS,56.46,99.64,81.34,58.43,63.47,6.16,74.04,99.63,F,0.0,87,93.0,60.0,37.0
S3854,Sara,Brown,student2854@university.com,Female,22.0,CS,54.96,84.92,84.13,50.31,63.4,7.38,87.74,97.73,D,0.0,97,58.0,54.0,100.0
S5738,Omar,Davis,student4738@university.com,Female,19.0,Engineering,97.3,64.97,81.25,57.64,94.03,9.21,82.62,96.2,A,1.0,52,53.0,97.0,79.0
S10356,Maria,Brown,student3319@university.com,Male,21.0,Engineering,94.58,82.33,70.46,68.47,70.37,5.04,74.62,75.36,B,0.0,66,83.0,56.0,63.0
S8267,John,Brown,student2056@university.com,Female,22.0,Engineering,60.45,70.13,47.17,63.6,64.74,5.25,94.46,59.93,F,0.0,76,97.0,99.0,75.0
S4602,Ahmed,Brown,student3602@university.com,Female,22.0,Engineering,63.06,65.87,71.61,95.02,64.36,7.87,53.31,51.99,A,0.0,26,89.0,66.0,37.0
S10301,Omar,Smith,student4850@university.com,Female,20.0,Mathematics,56.71,75.7,85.35,84.87,57.31,0.85,82.04,96.84,C,0.0,90,90.0,83.0,70.0
S6031,Omar,Smith,student188@university.com,Male,18.0,Engineering,99.05,82.37,53.03,65.52,57.7,0.48,59.78,67.03,C,0.0,43,50.0,94.0,77.0
S10218,John,Johnson,student1996@university.com,Female,18.0,Engineering,77.04,81.71,75.42,51.74,98.25,1.21,57.97,66.38,B,0.0,84,59.0,66.0,68.0
S6735,Liam,Davis,student2707@university.com,Male,19.0,CS,62.19,51.36,98.25,57.24,73.24,3.36,53.9,98.63,A,1.0,85,89.0,86.0,66.0
S4775,Maria,Johnson,student3775@university.com,Male,21.0,CS,58.61,97.11,55.44,95.23,74.37,8.53,93.09,89.52,D,1.0,18,67.0,58.0,37.0
S9590,John,Brown,student4057@university.com,Female,18.0,CS,81.99,82.41,83.98,81.94,53.25,3.51,84.37,84.7,F,0.0,49,75.0,78.0,100.0
S10428,John,Smith,student1948@university.com,Female,22.0,Mathematics,89.3,86.35,81.26,62.17,87.0,8.19,60.43,96.09,B,0.0,76,50.0,96.0,76.0
S10254,Ali,Jones,student1323@university.com,Female,22.0,Engineering,54.45,44.68,61.49,52.57,92.85,1.29,66.05,89.66,A,1.0,70,79.0,76.0,92.0
S5099,Emma,Brown,student4099@university.com,Male,18.0,Business,94.93,68.43,40.43,99.3,91.22,4.61,55.57,59.18,A,1.0,75,47.0,59.0,75.0
S8613,Omar,Davis,student1694@university.com,Female,19.0,Engineering,52.77,49.2,65.75,88.35,59.13,4.26,61.44,99.96,B,0.0,75,89.0,100.0,65.0
S7037,Liam,Smith,student4265@university.com,Female,21.0,CS,82.47,73.42,89.41,51.11,62.88,8.57,53.95,84.47,A,1.0,52,98.0,90.0,81.0
S10556,Liam,Johnson,student697@university.com,Male,18.0,CS,63.49,70.29,46.18,77.11,98.47,2.37,84.15,91.49,D,1.0,55,56.0,100.0,88.0
S5254,Maria,Davis,student4254@university.com,Male,18.0,Mathematics,60.03,58.67,50.03,82.88,75.46,7.13,51.78,94.11,D,1.0,14,89.0,64.0,73.0
S5529,Ahmed,Jones,student4529@university.com,Female,22.0,CS,88.79,50.57,74.17,91.18,66.23,3.69,74.06,71.35,D,0.0,59,82.0,96.0,89.0
S2128,Emma,Johnson,student1128@university.com,Male,21.0,CS,82.79,93.72,82.47,87.56,92.09,2.38,79.61,78.81,D,0.0,11,81.0,85.0,45.0
S1018,Liam,Jones,student18@university.com,Male,20.0,CS,65.14,40.68,42.28,50.34,94.28,9.44,56.29,65.33,B,1.0,41,76.0,78.0,99.32
S2482,Emma,Smith,student1482@university.com,Female,18.0,CS,86.79,73.43,51.22,97.55,82.55,8.78,95.38,56.82,B,0.0,51,63.0,99.0,66.0
S1745,Sara,Brown,student745@university.com,Female,18.0,Business,73.67,81.0,61.13,72.73,74.26,3.21,75.42,80.74,A,0.0,57,59.0,88.0,55.0
S1528,Sara,Johnson,student528@university.com,Female,18.0,Business,59.66,85.06,60.95,69.53,65.56,4.55,64.36,88.89,F,1.0,67,55.0,18.31,74.85
S1392,Liam,Davis,student392@university.com,Female,24.0,CS,59.1,61.31,82.83,73.54,99.3,7.07,68.92,53.37,C,0.0,19,76.0,61.0,57.0
S7134,Ali,Williams,student2858@university.com,Male,23.0,Engineering,95.86,47.56,87.99,60.63,89.31,2.52,99.39,67.83,C,0.0,57,41.0,100.0,52.0
S7982,Omar,Davis,student1707@university.com,Male,20.0,Mathematics,73.09,86.13,79.3,67.25,98.36,2.87,76.53,85.47,F,0.0,68,47.0,79.0,97.0
S3852,John,Smith,student2852@university.com,Male,19.0,Engineering,65.46,50.52,47.07,70.18,72.15,3.92,56.19,78.18,F,1.0,64,88.0,82.0,78.0
S7870,Ali,Smith,student3456@university.com,Female,23.0,Business,50.55,41.41,61.6,65.44,90.1,5.08,99.1,64.93,C,0.0,54,52.0,55.0,50.0
S2818,Sara,Brown,student1818@university.com,Male,20.0,Mathematics,72.45,82.28,64.59,84.99,70.81,1.08,92.12,59.6,F,0.0,25,100.0,27.0,100.0
S6943,Ahmed,Smith,student3698@university.com,Female,18.0,Engineering,89.46,69.73,86.21,58.81,73.86,5.52,94.24,94.52,A,0.0,67,67.0,54.0,59.0
S8743,Ali,Smith,student3510@university.com,Female,21.0,Business,90.34,55.44,90.4,54.65,90.73,2.46,61.82,54.24,A,0.0,58,100.0,60.0,70.0
S5876,Maria,Smith,student4876@university.com,Female,20.0,Engineering,84.34,59.6,60.68,65.5,93.44,4.37,82.83,81.16,C,1.0,48,65.0,98.0,52.0
S2562,Maria,Brown,student1562@university.com,Female,21.0,CS,55.59,78.26,43.4,75.73,68.01,6.56,92.69,61.82,D,0.0,60,65.0,50.0,93.0
S1137,Ali,Williams,student137@university.com,Female,20.0,Engineering,63.02,59.87,70.2,76.74,70.48,9.54,75.72,95.55,C,1.0,64,65.0,81.0,100.0
S10030,Emma,Davis,student2710@university.com,Female,20.0,CS,89.07,71.43,80.09,52.62,84.26,1.39,70.67,85.49,D,1.0,44,45.0,72.0,61.0
S5076,Maria,Smith,student4076@university.com,Male,22.0,Mathematics,92.18,73.67,89.8,56.73,60.95,3.25,58.48,89.27,A,0.0,29,64.0,59.0,94.0
S4538,Maria,Jones,student3538@university.com,Female,23.0,CS,94.85,56.83,80.49,55.14,52.74,8.26,75.32,67.29,A,0.0,72,67.0,81.0,63.0
S6408,Ali,Williams,student3458@university.com,Male,20.0,Business,67.35,91.19,50.53,55.25,68.4,7.12,68.78,78.87,B,0.0,80,57.0,77.0,98.0
S6661,Ali,Brown,student507@university.com,Male,22.0,Engineering,84.5,49.97,76.69,99.17,62.49,2.64,65.22,75.35,F,0.0,75,79.0,77.0,84.0
S3948,Emma,Brown,student2948@university.com,Male,21.0,Engineering,61.82,63.19,73.3,58.13,95.25,7.55,90.59,59.72,F,0.0,71,58.0,31.0,35.0
S7108,Liam,Jones,student1281@university.com,Female,23.0,CS,67.43,66.44,79.73,81.29,55.97,2.1,91.06,81.26,D,0.0,84,71.0,70.0,85.0
S3001,Maria,Jones,student2001@university.com,Female,24.0,CS,74.31,96.12,76.27,86.32,57.99,8.51,66.4,93.95,A,0.0,56,83.0,79.0,80.0
S5137,Sara,Johnson,student4137@university.com,Male,18.0,CS,65.19,79.99,50.74,96.12,55.23,4.09,75.72,99.78,A,0.0,85,33.0,72.0,43.0
S4759,Omar,Davis,student3759@university.com,Female,24.0,CS,66.36,70.14,84.33,92.19,50.39,6.76,93.24,51.21,C,0.0,51,86.0,67.0,75.0
S3492,Liam,Brown,student2492@university.com,Female,19.0,Engineering,76.77,87.0,82.34,89.11,75.65,0.89,96.77,53.18,A,1.0,64,37.0,58.0,97.0
S6880,Liam,Brown,student1163@university.com,Female,21.0,Business,65.6,98.07,76.62,95.03,73.95,5.44,77.87,50.35,D,1.0,81,96.0,100.0,60.0
S10830,Sara,Williams,student2553@university.com,Female,23.0,Business,67.36,74.68,40.68,52.87,84.42,8.26,91.55,52.59,A,0.0,60,81.0,71.0,78.0
